tender_id,tenderID,date_created,date_modified,status,main_category,cpv_id,cpv_description,value_amount,value_currency,procuring_entity_name,procuring_entity_edrpou,region
e8bf841c2d1f48458c2b0a552de2eeb7,UA-2026-08-21-012930-a,2026-08-21T20:26:07.018289+03:00,2026-08-21T21:35:09.035550+03:00,complete,goods,15550000-8,Молочні продукти різні,219.3,UAH,Золочівський професійний ліцей,02545365,Львівська область
6e90b3dd3b63496b848e24c97768049b,UA-2026-08-21-013024-a,2026-08-21T21:30:28.503725+03:00,2026-08-21T21:34:55.091558+03:00,active,goods,15870000-7,Заправки та приправи,4400.0,UAH,Зіньківський дитячий будинок-інтернат імені О.В. Синяговського,03189222,Полтавська область
1592d9b7b6f34eaeb92254bb1a37d446,UA-2026-08-21-012995-a,2026-08-21T21:13:32.041641+03:00,2026-08-21T21:26:42.605729+03:00,complete,goods,15510000-6,Молоко та вершки,49800.0,UAH,Зіньківський дитячий будинок-інтернат імені О.В. Синяговського,03189222,Полтавська область
71da67c53599415b86cfab14a4405bd5,UA-2026-08-21-013009-a,2026-08-21T21:23:25.121135+03:00,2026-08-21T21:26:25.129488+03:00,complete,goods,15860000-4,"Кава, чай та супутня продукція",7150.0,UAH,Професійно-технічне училище № 36 смт. Новгородка,02544974,Кіровоградська область
7d71e1e4d1744d06bad7c117e81288d0,UA-2026-08-17-000549-a,2026-08-17T09:17:25.295319+03:00,2026-08-21T21:21:44.449973+03:00,active.awarded,goods,15810000-9,"Хлібопродукти, свіжовипечені хлібобулочні та кондитерські вироби",320000.0,UAH,БЕРЕЖАНСЬКИЙ ПСИХОНЕВРОЛОГІЧНИЙ БУДИНОК-ІНТЕРНАТ,03189506,Тернопільська область
66f7559fb1ee40ac998aa755651e1538,UA-2026-08-21-013003-a,2026-08-21T21:18:26.528333+03:00,2026-08-21T21:19:18.200033+03:00,complete,goods,15840000-8,Какао; шоколад та цукрові кондитерські вироби,975.0,UAH,Професійно-технічне училище № 36 смт. Новгородка,02544974,Кіровоградська область
38f7bb1918944079b673bff7505b514f,UA-2026-08-21-012999-a,2026-08-21T21:14:41.345798+03:00,2026-08-21T21:15:32.294297+03:00,complete,goods,15510000-6,Молоко та вершки,4608.0,UAH,Професійно-технічне училище № 36 смт. Новгородка,02544974,Кіровоградська область
89d3e9334b3b4551a73f044d80e116b9,UA-2026-08-21-012990-a,2026-08-21T21:11:16.935495+03:00,2026-08-21T21:13:54.842190+03:00,complete,goods,15530000-2,Вершкове масло,16680.0,UAH,Житомирська спеціальна школа Житомирської обласної ради,05395948,Житомирська область
de75b60c770f4f129c8b9f37b906b792,UA-2026-08-18-007657-a,2026-08-18T14:18:34.167215+03:00,2026-08-21T21:00:39.361599+03:00,active.awarded,goods,15320000-7,Фруктові та овочеві соки,40000.0,UAH,"ВІДДІЛ ОСВІТИ, КУЛЬТУРИ, МОЛОДІ ТА СПОРТУ ТУЗЛІВСЬКОЇ СІЛЬСЬКОЇ РАДИ",43927184,Одеська область
dea0763e1d55457a8188d657fddc4ebd,UA-2026-08-18-006858-a,2026-08-18T13:46:18.529361+03:00,2026-08-21T21:00:00.242806+03:00,active.qualification,goods,15110000-2,М’ясо,152650.0,UAH,"КЗ-ЗДО ""Казка""",43728252,Київська область
7b6a5d2307c34ce58838a79da432935d,UA-2026-08-18-012067-a,2026-08-18T16:46:41.776357+03:00,2026-08-21T20:59:28.904546+03:00,active.awarded,goods,15110000-2,М’ясо,136666.67,UAH,"ВІДДІЛ ОСВІТИ, КУЛЬТУРИ, МОЛОДІ ТА СПОРТУ ТУЗЛІВСЬКОЇ СІЛЬСЬКОЇ РАДИ",43927184,Одеська область
3a69cecd67984de5821c46cd3b6e7ba4,UA-2026-08-18-012550-a,2026-08-18T17:17:48.353033+03:00,2026-08-21T20:57:43.443371+03:00,active.awarded,goods,15530000-2,Вершкове масло,33333.33,UAH,"ВІДДІЛ ОСВІТИ, КУЛЬТУРИ, МОЛОДІ ТА СПОРТУ ТУЗЛІВСЬКОЇ СІЛЬСЬКОЇ РАДИ",43927184,Одеська область
17bb49783e8848e98788e61f93796d41,UA-2026-08-21-012967-a,2026-08-21T20:54:25.695136+03:00,2026-08-21T20:56:27.344552+03:00,complete,goods,15321000-4,Фруктові соки,8154.0,UAH,Житомирська спеціальна школа Житомирської обласної ради,05395948,Житомирська область
